Index,Timestamp,Spot
379,09:42:30,22485
380,09:42:33,22487
381,09:42:37,22488
382,09:42:41,22486
383,09:42:44,22488
384,09:42:48,22487
385,09:42:52,22484
386,09:42:55,22485
387,09:42:59,22485
388,09:43:03,22484
389,09:43:06,22484
390,09:43:10,22486
391,09:43:13,22483
392,09:43:16,22485
393,09:43:20,22483
394,09:43:23,22484
395,09:43:27,22484
396,09:43:30,22483
397,09:43:34,22482
398,09:43:38,22482
399,09:43:41,22483
400,09:43:45,22479
401,09:43:49,22479
402,09:43:52,22481
403,09:43:55,22480
404,09:43:59,22480
405,09:44:02,22481
406,09:44:06,22481
407,09:44:10,22482
408,09:44:13,22480
409,09:44:16,22478
410,09:44:20,22477
411,09:44:24,22479
412,09:44:27,22478
413,09:44:30,22477
414,09:44:34,22477
415,09:44:38,22479
416,09:44:41,22479
417,09:44:45,22480
418,09:44:48,22482
419,09:44:51,22480
420,09:44:55,22481
421,09:44:59,22482
422,09:45:02,22480
423,09:45:05,22482
424,09:45:09,22481
425,09:45:12,22481
426,09:45:16,22478
427,09:45:19,22479
428,09:45:23,22479
429,09:45:27,22475
430,09:45:31,22470
431,09:45:35,22472
432,09:45:39,22475
433,09:45:42,22471
434,09:45:46,22471
435,09:45:50,22473
436,09:45:53,22474
437,09:45:57,22476
438,09:46:01,22474
439,09:46:04,22468
440,09:46:08,22466
441,09:46:11,22461
442,09:46:15,22463
443,09:46:19,22465
444,09:46:22,22462
445,09:46:26,22455
446,09:46:29,22452
447,09:46:33,22454
448,09:46:37,22455
449,09:46:41,22453
450,09:46:44,22460
451,09:46:47,22458
452,09:46:50,22458
453,09:46:54,22455
454,09:46:57,22457
455,09:47:01,22458
456,09:47:04,22458
457,09:47:08,22460
458,09:47:11,22456
459,09:47:14,22457
460,09:47:17,22456
461,09:47:21,22456
462,09:47:25,22456
463,09:47:29,22456
464,09:47:32,22459
465,09:47:35,22457
466,09:47:39,22456
467,09:47:42,22455
468,09:47:45,22457
469,09:47:49,22457
470,09:47:53,22457
471,09:47:56,22454
472,09:47:59,22455
473,09:48:02,22455
474,09:48:06,22457
475,09:48:10,22459
476,09:48:13,22458
477,09:48:17,22456
478,09:48:21,22456
479,09:48:24,22453
480,09:48:28,22451
481,09:48:32,22456
482,09:48:35,22455
483,09:48:38,22457
484,09:48:42,22456
485,09:48:45,22456
486,09:48:49,22456
487,09:48:53,22456
488,09:48:57,22458
489,09:49:00,22456
490,09:49:03,22454
491,09:49:07,22454
492,09:49:10,22458
493,09:49:14,22456
494,09:49:17,22458
495,09:49:20,22458
496,09:49:24,22459
497,09:49:27,22458
498,09:49:30,22458
499,09:49:34,22457
500,09:49:37,22459
501,09:49:41,22458
502,09:49:44,22459
503,09:49:48,22458
504,09:49:51,22458
505,09:49:54,22460
506,09:49:58,22462
507,09:50:01,22461
508,09:50:05,22463
509,09:50:09,22462
510,09:50:12,22461
511,09:50:15,22462
512,09:50:19,22462
513,09:50:22,22461
514,09:50:26,22457
515,09:50:29,22459
516,09:50:33,22459
517,09:50:36,22461
518,09:50:39,22460
519,09:50:43,22461
520,09:50:47,22460
521,09:50:51,22458
522,09:50:55,22461
523,09:50:58,22462
524,09:51:02,22458
525,09:51:05,22460
526,09:51:08,22461
527,09:51:12,22459
528,09:51:15,22460
529,09:51:19,22459
530,09:51:23,22457
531,09:51:26,22457
532,09:51:31,22455
533,09:51:34,22457
534,09:51:37,22456
535,09:51:41,22455
536,09:51:44,22456
537,09:51:48,22455
538,09:51:51,22457
539,09:51:54,22457
540,09:51:58,22457
541,09:52:01,22457
542,09:52:04,22457
543,09:52:08,22457
544,09:52:12,22452
545,09:52:15,22450
546,09:52:19,22451
547,09:52:22,22451
548,09:52:26,22450
549,09:52:29,22447
550,09:52:33,22449
551,09:52:36,22450
552,09:52:40,22447
553,09:52:44,22447
554,09:52:48,22446
555,09:52:51,22447
556,09:52:54,22448
557,09:52:58,22447
558,09:53:02,22446
559,09:53:05,22447
560,09:53:09,22449
561,09:53:12,22449
562,09:53:16,22450
563,09:53:19,22452
564,09:53:23,22451
565,09:53:26,22450
566,09:53:31,22451
567,09:53:34,22451
568,09:53:38,22450
569,09:53:42,22449
570,09:53:45,22450
571,09:53:49,22451
572,09:53:52,22451
573,09:53:56,22450
574,09:53:59,22450
575,09:54:03,22452
576,09:54:06,22452
577,09:54:10,22452
578,09:54:14,22453
579,09:54:17,22455
580,09:54:21,22455
581,09:54:24,22455
582,09:54:27,22454
583,09:54:31,22453
584,09:54:35,22451
585,09:54:38,22453
586,09:54:42,22453
587,09:54:45,22450
588,09:54:49,22446
589,09:54:53,22446
590,09:54:56,22445
591,09:54:59,22446
592,09:55:03,22445
593,09:55:06,22446
594,09:55:09,22445
595,09:55:13,22447
596,09:55:16,22448
597,09:55:20,22450
598,09:55:23,22450
599,09:55:28,22449
600,09:55:31,22448
601,09:55:34,22447
602,09:55:37,22450
603,09:55:41,22448
604,09:55:44,22448
605,09:55:47,22449
606,09:55:51,22450
607,09:55:56,22450
608,09:55:59,22450
609,09:56:03,22450
610,09:56:06,22448
611,09:56:09,22449
612,09:56:13,22448
613,09:56:16,22445
614,09:56:20,22447
615,09:56:23,22448
616,09:56:27,22448
617,09:56:30,22448
618,09:56:33,22449
619,09:56:37,22450
620,09:56:40,22450
621,09:56:44,22449
622,09:56:48,22448
623,09:56:51,22448
624,09:56:54,22448
625,09:56:58,22444
626,09:57:03,22445
627,09:57:06,22445
628,09:57:10,22446
629,09:57:13,22446
630,09:57:17,22447
631,09:57:20,22447
632,09:57:24,22447
633,09:57:28,22444
634,09:57:31,22443
635,09:57:34,22437
636,09:57:38,22439
637,09:57:41,22440
638,09:57:46,22440
639,09:57:50,22439
640,09:57:53,22438
641,09:57:57,22436
642,09:58:01,22438
643,09:58:04,22437
644,09:58:08,22439
645,09:58:12,22439
646,09:58:15,22439
647,09:58:18,22439
648,09:58:22,22439
649,09:58:26,22439
650,09:58:30,22438
651,09:58:34,22436
652,09:58:37,22437
653,09:58:41,22437
654,09:58:44,22437
655,09:58:48,22438
656,09:58:52,22437
657,09:58:56,22438
658,09:58:59,22438
659,09:59:02,22435
660,09:59:06,22434
661,09:59:10,22433
662,09:59:13,22434
663,09:59:17,22434
664,09:59:21,22435
665,09:59:24,22435
666,09:59:27,22436
667,09:59:31,22436
668,09:59:34,22436
669,09:59:38,22435
670,09:59:41,22433
671,09:59:45,22430
672,09:59:49,22429
673,09:59:52,22429
674,09:59:55,22430
675,09:59:59,22429
676,10:00:02,22431
677,10:00:06,22433
678,10:00:09,22435
679,10:00:13,22435
680,10:00:17,22439
681,10:00:21,22437
682,10:00:24,22437
683,10:00:28,22436
684,10:00:32,22440
685,10:00:35,22441
686,10:00:39,22437
687,10:00:43,22436
688,10:00:46,22439
689,10:00:50,22436
690,10:00:53,22436
691,10:00:57,22435
692,10:01:00,22438
693,10:01:04,22437
694,10:01:07,22438
695,10:01:10,22438
696,10:01:14,22438
697,10:01:18,22438
698,10:01:22,22438
699,10:01:25,22438
700,10:01:29,22439
701,10:01:32,22437
702,10:01:36,22437
703,10:01:39,22439
704,10:01:44,22442
705,10:01:47,22443
706,10:01:50,22443
707,10:01:54,22444
708,10:01:58,22444
709,10:02:02,22444
710,10:02:06,22445
711,10:02:10,22444
712,10:02:14,22443
713,10:02:17,22444
714,10:02:21,22446
715,10:02:24,22447
716,10:02:27,22447
717,10:02:31,22449
718,10:02:35,22450
719,10:02:38,22451
720,10:02:41,22453
721,10:02:45,22454
722,10:02:48,22454
723,10:02:51,22454
724,10:02:55,22454
725,10:02:58,22454
726,10:03:02,22455
727,10:03:06,22451
728,10:03:09,22452
729,10:03:13,22452
730,10:03:16,22453
731,10:03:20,22453
732,10:03:23,22453
733,10:03:27,22452
734,10:03:30,22452
735,10:03:34,22453
736,10:03:38,22452
737,10:03:41,22452
738,10:03:45,22452
739,10:03:49,22452
740,10:03:52,22452
741,10:03:56,22450
742,10:04:00,22449
743,10:04:04,22448
744,10:04:07,22447
745,10:04:11,22448
746,10:04:14,22452
747,10:04:17,22451
748,10:04:21,22451
749,10:04:25,22453
750,10:04:28,22452
751,10:04:32,22448
752,10:04:36,22449
753,10:04:39,22451
754,10:04:43,22449
755,10:04:46,22448
756,10:04:50,22450
757,10:04:54,22449
758,10:04:57,22450
759,10:05:01,22449
760,10:05:04,22450
761,10:05:08,22450
762,10:05:12,22450
763,10:05:15,22450
764,10:05:19,22450
765,10:05:22,22450
766,10:05:25,22451
767,10:05:29,22450
768,10:05:32,22449
769,10:05:36,22449
770,10:05:39,22450
771,10:05:42,22450
772,10:05:46,22450
773,10:05:50,22450
774,10:05:53,22449
775,10:05:57,22450
776,10:06:01,22444
777,10:06:04,22443
778,10:06:08,22444
779,10:06:11,22445
780,10:06:15,22443
781,10:06:18,22443
782,10:06:22,22442
783,10:06:25,22442
784,10:06:29,22442
785,10:06:33,22442
786,10:06:37,22442
787,10:06:41,22440
788,10:06:44,22440
789,10:06:48,22441
790,10:06:52,22443
791,10:06:55,22442
792,10:06:58,22443
793,10:07:02,22442
794,10:07:05,22443
795,10:07:08,22443
796,10:07:12,22442
797,10:07:16,22443
798,10:07:19,22442
799,10:07:23,22441
800,10:07:26,22439
801,10:07:30,22440
802,10:07:34,22439
803,10:07:37,22439
804,10:07:41,22441
805,10:07:45,22441
806,10:07:48,22440
807,10:07:52,22440
808,10:07:55,22440
809,10:07:59,22440
810,10:08:02,22440
811,10:08:06,22440
812,10:08:09,22440
813,10:08:13,22439
814,10:08:16,22439
815,10:08:20,22437
816,10:08:23,22435
817,10:08:27,22434
818,10:08:31,22434
819,10:08:34,22434
820,10:08:38,22434
821,10:08:41,22435
822,10:08:45,22437
823,10:08:48,22437
824,10:08:52,22435
825,10:08:55,22435
826,10:08:59,22435
827,10:09:02,22436
828,10:09:06,22435
829,10:09:09,22435
830,10:09:12,22436
831,10:09:16,22436
832,10:09:19,22436
833,10:09:23,22437
834,10:09:26,22436
835,10:09:30,22435
836,10:09:33,22435
837,10:09:37,22434
838,10:09:40,22435
839,10:09:44,22434
840,10:09:47,22435
841,10:09:50,22436
842,10:09:54,22436
843,10:09:57,22435
844,10:10:01,22435
845,10:10:05,22434
846,10:10:09,22433
847,10:10:12,22433
848,10:10:15,22433
849,10:10:19,22433
850,10:10:23,22434
851,10:10:26,22433
852,10:10:30,22432
853,10:10:33,22431
854,10:10:37,22431
855,10:10:40,22433
856,10:10:44,22433
857,10:10:48,22433
858,10:10:51,22434
859,10:10:54,22433
860,10:10:58,22434
861,10:11:01,22434
862,10:11:04,22437
863,10:11:08,22439
864,10:11:12,22438
865,10:11:16,22437
866,10:11:19,22437
867,10:11:23,22437
868,10:11:26,22437
869,10:11:30,22437
870,10:11:33,22439
871,10:11:36,22440
872,10:11:40,22439
873,10:11:44,22439
874,10:11:47,22439
875,10:11:52,22439
876,10:11:56,22440
877,10:11:59,22439
878,10:12:03,22440
879,10:12:06,22438
880,10:12:10,22436
881,10:12:14,22436
882,10:12:18,22436
883,10:12:22,22434
884,10:12:25,22434
885,10:12:28,22434
886,10:12:32,22433
887,10:12:35,22431
888,10:12:39,22430
889,10:12:42,22431
890,10:12:46,22430
891,10:12:49,22429
892,10:12:53,22429
893,10:12:56,22432
894,10:13:00,22432
895,10:13:04,22431
896,10:13:08,22434
897,10:13:12,22433
898,10:13:15,22434
899,10:13:19,22433
900,10:13:23,22434
901,10:13:27,22436
902,10:13:31,22438
903,10:13:34,22438
904,10:13:38,22440
905,10:13:41,22439
906,10:13:45,22441
907,10:13:49,22441
908,10:13:52,22440
909,10:13:55,22441
910,10:13:59,22441
911,10:14:02,22441
912,10:14:06,22440
913,10:14:09,22439
914,10:14:12,22439
915,10:14:16,22438
916,10:14:19,22439
917,10:14:23,22437
918,10:14:26,22435
919,10:14:30,22434
920,10:14:33,22434
921,10:14:37,22435
922,10:14:41,22432
923,10:14:44,22433
924,10:14:48,22433
925,10:14:51,22433
926,10:14:55,22433
927,10:14:58,22433
928,10:15:02,22434
929,10:15:06,22433
930,10:15:09,22433
931,10:15:13,22435
932,10:15:16,22436
933,10:15:20,22437
934,10:15:23,22435
935,10:15:27,22434
936,10:15:30,22434
937,10:15:33,22432
938,10:15:37,22431
939,10:15:41,22431
940,10:15:44,22432
941,10:15:47,22432
942,10:15:51,22432
943,10:15:55,22433
944,10:15:58,22436
945,10:16:02,22436
946,10:16:06,22435
947,10:16:10,22434
948,10:16:13,22436
949,10:16:17,22434
950,10:16:20,22434
951,10:16:23,22434
952,10:16:27,22435
953,10:16:31,22438
954,10:16:35,22437
955,10:16:38,22436
956,10:16:42,22435
957,10:16:46,22436
958,10:16:50,22436
959,10:16:53,22435
960,10:16:56,22435
961,10:17:00,22434
962,10:17:04,22434
963,10:17:08,22433
964,10:17:12,22432
965,10:17:16,22430
966,10:17:19,22430
967,10:17:22,22431
968,10:17:26,22430
969,10:17:29,22430
970,10:17:33,22429
971,10:17:36,22429
972,10:17:40,22428
973,10:17:43,22427
974,10:17:47,22427
975,10:17:50,22427
976,10:17:54,22428
977,10:17:57,22427
978,10:18:01,22429
979,10:18:05,22429
980,10:18:08,22430
981,10:18:12,22431
982,10:18:16,22431
983,10:18:19,22434
984,10:18:22,22434
985,10:18:26,22434
986,10:18:29,22432
987,10:18:33,22433
988,10:18:37,22433
989,10:18:40,22432
990,10:18:44,22433
991,10:18:48,22435
992,10:18:51,22433
993,10:18:54,22433
994,10:18:58,22433
995,10:19:02,22433
996,10:19:05,22434
997,10:19:08,22434
998,10:19:12,22435
999,10:19:15,22435
1000,10:19:19,22437
1001,10:19:23,22436
1002,10:19:26,22436
1003,10:19:29,22436
1004,10:19:33,22435
1005,10:19:38,22436
1006,10:19:41,22437
1007,10:19:45,22438
1008,10:19:49,22437
1009,10:19:53,22437
1010,10:19:56,22438
1011,10:20:00,22437
1012,10:20:03,22437
1013,10:20:07,22438
1014,10:20:11,22439
1015,10:20:14,22441
1016,10:20:18,22443
1017,10:20:21,22445
1018,10:20:25,22443
1019,10:20:28,22441
1020,10:20:32,22443
1021,10:20:36,22441
1022,10:20:40,22443
1023,10:20:43,22442
1024,10:20:47,22442
1025,10:20:50,22441
1026,10:20:54,22444
1027,10:20:58,22444
1028,10:21:01,22445
1029,10:21:04,22444
1030,10:21:08,22444
1031,10:21:11,22443
1032,10:21:15,22445
1033,10:21:18,22446
1034,10:21:22,22446
1035,10:21:25,22447
1036,10:21:29,22445
1037,10:21:32,22446
1038,10:21:36,22447
1039,10:21:39,22447
1040,10:21:43,22447
1041,10:21:47,22448
1042,10:21:50,22447
1043,10:21:53,22446
1044,10:21:57,22446
1045,10:22:00,22446
1046,10:22:03,22445
1047,10:22:07,22446
1048,10:22:10,22444
1049,10:22:14,22446
1050,10:22:17,22444
1051,10:22:20,22443
1052,10:22:24,22443
1053,10:22:28,22444
1054,10:22:31,22443
1055,10:22:35,22442
1056,10:22:38,22443
1057,10:22:41,22441
1058,10:22:45,22441
1059,10:22:48,22442
1060,10:22:52,22440
1061,10:22:55,22438
1062,10:22:58,22437
1063,10:23:02,22436
1064,10:23:06,22438
1065,10:23:09,22439
1066,10:23:13,22439
1067,10:23:16,22439
1068,10:23:20,22436
1069,10:23:23,22435
1070,10:23:27,22434
1071,10:23:31,22433
1072,10:23:34,22434
1073,10:23:38,22434
1074,10:23:42,22433
1075,10:23:45,22432
1076,10:23:49,22432
1077,10:23:52,22432
1078,10:23:56,22431
1079,10:23:59,22432
1080,10:24:03,22433
1081,10:24:06,22435
1082,10:24:10,22434
1083,10:24:14,22435
1084,10:24:17,22434
1085,10:24:20,22434
1086,10:24:24,22433
1087,10:24:28,22432
1088,10:24:31,22432
1089,10:24:35,22433
1090,10:24:38,22432
1091,10:24:42,22432
1092,10:24:46,22432
1093,10:24:49,22431
1094,10:24:53,22432
1095,10:24:56,22432
1096,10:25:00,22431
1097,10:25:03,22431
1098,10:25:06,22431
1099,10:25:10,22430
1100,10:25:13,22430
1101,10:25:17,22430
1102,10:25:21,22431
1103,10:25:24,22432
1104,10:25:28,22430
1105,10:25:32,22430
1106,10:25:35,22431
1107,10:25:39,22432
1108,10:25:43,22431
1109,10:25:46,22432
1110,10:25:50,22432
1111,10:25:54,22432
1112,10:25:57,22432
1113,10:26:01,22432
1114,10:26:04,22433
1115,10:26:08,22429
1116,10:26:11,22428
1117,10:26:15,22428
1118,10:26:19,22426
1119,10:26:22,22423
1120,10:26:26,22424
1121,10:26:29,22424
1122,10:26:32,22425
1123,10:26:36,22424
1124,10:26:39,22422
1125,10:26:43,22424
1126,10:26:47,22423
1127,10:26:51,22422
1128,10:26:55,22423
1129,10:26:58,22423
1130,10:27:02,22424
1131,10:27:06,22424
1132,10:27:09,22424
1133,10:27:12,22425
1134,10:27:17,22425
1135,10:27:20,22426
1136,10:27:24,22426
1137,10:27:27,22430
1138,10:27:30,22429
1139,10:27:34,22428
1140,10:27:38,22430
1141,10:27:41,22430
1142,10:27:44,22428
1143,10:27:48,22429
1144,10:27:52,22429
1145,10:27:55,22429
1146,10:27:58,22427
1147,10:28:02,22427
1148,10:28:06,22428
1149,10:28:10,22427
1150,10:28:14,22426
1151,10:28:17,22427
1152,10:28:20,22426
1153,10:28:24,22425
1154,10:28:28,22426
1155,10:28:31,22426
1156,10:28:35,22424
1157,10:28:38,22424
1158,10:28:41,22426
1159,10:28:45,22426
1160,10:28:49,22426
1161,10:28:52,22425
1162,10:28:56,22424
1163,10:29:00,22424
1164,10:29:04,22425
1165,10:29:07,22426
1166,10:29:11,22422
1167,10:29:15,22424
1168,10:29:18,22424
1169,10:29:22,22424
1170,10:29:26,22423
1171,10:29:29,22423
1172,10:29:33,22423
1173,10:29:37,22423
1174,10:29:40,22424
1175,10:29:43,22425
1176,10:29:47,22425
1177,10:29:51,22425
1178,10:29:54,22426
1179,10:29:57,22427
1180,10:30:01,22430
1181,10:30:05,22430
1182,10:30:08,22429
1183,10:30:11,22429
1184,10:30:15,22430
1185,10:30:18,22431
1186,10:30:21,22432
1187,10:30:25,22431
1188,10:30:29,22430
1189,10:30:32,22431
1190,10:30:35,22430
1191,10:30:39,22429
1192,10:30:43,22431
1193,10:30:46,22432
1194,10:30:49,22430
1195,10:30:53,22429
1196,10:30:56,22432
1197,10:31:00,22432
1198,10:31:03,22431
1199,10:31:06,22431
1200,10:31:10,22431
1201,10:31:13,22429
1202,10:31:17,22430
1203,10:31:20,22428
1204,10:31:23,22428
1205,10:31:27,22428
1206,10:31:30,22427
1207,10:31:34,22428
1208,10:31:37,22427
1209,10:31:42,22428
1210,10:31:45,22429
1211,10:31:49,22429
1212,10:31:52,22431
1213,10:31:56,22430
1214,10:31:59,22430
1215,10:32:03,22431
1216,10:32:07,22431
1217,10:32:11,22429
1218,10:32:14,22431
1219,10:32:18,22431
1220,10:32:21,22431
1221,10:32:25,22429
1222,10:32:29,22430
1223,10:32:32,22429
1224,10:32:35,22428
1225,10:32:39,22428
1226,10:32:43,22429
1227,10:32:46,22428
1228,10:32:50,22428
1229,10:32:53,22429
1230,10:32:56,22430
1231,10:33:00,22430
1232,10:33:03,22428
1233,10:33:07,22427
1234,10:33:11,22428
1235,10:33:15,22428
1236,10:33:19,22428
1237,10:33:23,22428
1238,10:33:26,22427
1239,10:33:29,22428
1240,10:33:33,22429
1241,10:33:36,22429
1242,10:33:40,22430
1243,10:33:44,22431
1244,10:33:48,22430
1245,10:33:52,22431
1246,10:33:55,22430
